lane,word,q
1001,12683808,1
1002,541565984,0
1003,0,1
1004,0,1
1005,0,1
1006,0,0
1007,202122626,0
1008,0,0
1009,0,1
1010,210608704,0
1011,0,1
1012,0,1
1013,0,1
1014,553064,0
1015,2720014868,0
1016,0,0
1017,0,1
1018,0,0
1019,0,1
1020,0,1
1021,0,1
1022,2149262112,0
1023,0,0
1024,0,0
1025,2704557152,1
1026,0,0
1027,268458023,1
1028,0,1
1029,0,1
1030,70590496,0
1031,0,0
1032,0,0
1033,411181141,1
1034,579993672,0
1035,0,1
1036,2163475520,1
1037,1610648842,1
1038,1617478147,0
1039,0,0
1040,0,0
1041,0,1
1042,0,0
1043,0,1
1044,513804304,1
1045,0,1
1046,146837058,0
1047,0,0
1048,0,0
1049,3462402440,1
1050,0,0
1051,0,1
1052,891375914,1
1053,0,1
1054,0,0
1055,0,0
1056,286785542,0
1057,0,1
1058,3087468180,0
1059,0,1
1060,0,1
1061,1086464517,1
1062,0,0
1063,0,0
1064,0,0
1065,941948950,1
1066,0,0
1067,0,1
1068,0,1
1069,583274770,1
1070,0,0
1071,0,0
1072,152567836,0
1073,0,1
1074,0,0
1075,0,1
1076,3416404545,1
1077,56649479,1
1078,0,0
1079,0,0
1080,0,0
1081,0,1
1082,1410343169,0
1083,0,1
1084,69468505,1
1085,0,1
1086,1347469346,0
1087,0,0
1088,0,0
1089,3414198018,1
1090,0,0
1091,0,1
1092,269492224,1
1093,2827001874,1
1094,0,0
1095,0,0
1096,34214054,0
1097,0,1
1098,8405520,0
1099,364380296,1
1100,0,1
1101,0,1
1102,0,0
1103,0,0
1104,3470138626,0
1105,2181103360,1
1106,0,0
1107,0,1
1108,0,1
1109,0,1
1110,0,0
1111,0,0
1112,0,0
1113,0,1
1114,2030715328,0
1115,17695812,1
1116,0,1
1117,81789008,1
1118,0,0
1119,541592114,0
1120,0,0
1121,0,1
1122,2031109159,0
1123,0,1
1124,2181449221,1
1125,0,1
1126,0,0
1127,0,0
1128,0,0
1129,0,1
1130,0,0
1131,5385509,1
1132,771756208,1
1133,0,1
1134,0,0
1135,3590325294,0
1136,0,0
1137,0,1
1138,0,0
1139,0,1
1140,0,1
1141,0,1
1142,0,0
1143,335579136,0
1144,10688772,0
1145,0,1
1146,0,0
1147,0,1
1148,0,1
1149,0,1
1150,0,0
1151,1979747056,0
1152,0,0
1153,0,1
1154,0,0
1155,0,1
1156,0,1
1157,2689110531,1
1158,3802136584,0
1159,0,0
1160,2449834240,0
1161,355615062,1
1162,0,0
1163,537171713,1
1164,807550504,1
1165,3542106240,1
1166,0,0
1167,0,0
1168,274371144,0
1169,1092880390,1
1170,153167271,0
1171,0,1
1172,0,1
1173,1107371556,1
1174,2827791104,0
1175,189565198,0
1176,0,0
1177,154403336,1
1178,29777930,0
1179,0,1
1180,0,1
1181,1644208529,1
1182,2491477104,0
1183,0,0
1184,2433189451,0
1185,201344257,1
1186,0,0
1187,0,1
1188,440926214,1
1189,687918081,1
1190,0,0
1191,0,0
1192,0,0
1193,0,1
1194,0,0
1195,0,1
1196,2436390913,1
1197,3384818726,1
1198,0,0
1199,1132593226,0
1200,1082167496,0
1201,0,1
1202,0,0
1203,0,1
1204,0,1
1205,1681170432,1
1206,0,0
1207,2592374850,0
1208,2215911508,0
1209,0,1
1210,3355521424,0
1211,0,1
1212,0,1
1213,2848763936,1
